campaign_id,product_type,campaign_type,location,audience_size,budget,ad_text,hashtags,image_brightness,image_colorfulness,cta_strength,expected_engagement_rate,actual_leads,currency
FIN01222,Finance,Leads,Thanjavur,228477,1067,Discover amazing finance deals! Get Offer now!,#NewProduct #Launch #Trending #Discount,0.5416280668115696,0.4444715577247692,0.1162067785575985,1.0,786,INR
AUT01069,Automobile,Leads,Tirupur,441983,742,Discover amazing automobile deals! Sign Up now!,#Trending #Promo #NewProduct,0.6214752198252517,0.3750747400481988,1.0,1.0,874,INR
EDU01307,Education,Engagement,Erode,242533,1609,Discover amazing education deals! Download App now!,#NewProduct #Sale,0.6193763807443641,0.805102713868129,0.5308839100033552,1.0,1365,INR
FIT01910,Fitness,Engagement,Tiruchirappalli,663972,1772,Discover amazing fitness deals! Join Today now!,#Trending #Launch #Promo,0.5554154657043563,0.8915058601424857,0.6682900144311471,1.0,1441,INR
FAS01080,Fashion,Leads,Kanchipuram,201917,868,Discover amazing fashion deals! Get Offer now!,#BestChoice #NewProduct,0.4829547519214642,0.8280379647414248,0.8006920729982734,1.0,673,INR
TEC01863,Technology,Leads,Erode,482762,920,Discover amazing technology deals! Shop Now now!,#Discount #Marketing #BrandDeal,0.6574658765649806,0.4160364681595555,0.6001700905646906,1.0,1029,INR
BEA01123,Beauty,Traffic,Madurai,1056542,1379,Discover amazing beauty deals! Join Today now!,#LimitedOffer #Promo #NewProduct #Sale,0.6339483806410238,0.8098550051276534,0.5943317134779349,1.0,814,INR
BEA01259,Beauty,Brand Awareness,Thoothukudi,461987,211,Discover amazing beauty deals! Try Free now!,#BestChoice #Marketing #Sale,0.6663386009541813,0.5155610073771445,0.4975435107465343,1.0,132,INR
FIN01192,Finance,Traffic,Tirunelveli,247362,1025,Discover amazing finance deals! Get Offer now!,#Sale #Marketing,0.4868231988118289,0.7137897724837247,0.5032509887903943,1.0,653,INR
FIT01570,Fitness,Conversions,Vellore,582272,1908,Discover amazing fitness deals! Join Today now!,#Launch #Viral #InstaAd #NewProduct,0.6699642970808549,0.7902029052266261,0.5922902030613892,1.0,1797,INR
FIT01515,Fitness,Traffic,Thanjavur,273781,1711,Discover amazing fitness deals! Join Today now!,#Discount #LimitedOffer #NewProduct #BrandDeal,0.7742885385642565,0.6897469020985119,0.7469874890785626,1.0,1644,INR
TEC02072,Technology,Leads,Erode,442353,1832,Discover amazing technology deals! Get Offer now!,#Viral #InstaAd,0.772046143463535,0.5284614425350311,1.0,1.0,1477,INR
EDU01321,Education,Traffic,Tirupur,390455,1856,Discover amazing education deals! Join Today now!,#Launch #Viral,0.6308763077800701,0.820848671424472,0.7408144286663794,1.0,2632,INR
FAS01092,Fashion,Brand Awareness,Salem,365545,377,Discover amazing fashion deals! Get Offer now!,#InstaAd #Promo #BestChoice #LimitedOffer,0.5611436781268945,0.6607300301830044,0.682099685146484,1.0,239,INR
AUT01670,Automobile,Brand Awareness,Chennai,8403081,826,Discover amazing automobile deals! Get Offer now!,#Trending #Sale #NewProduct,0.7329031308770924,0.8394725717475038,0.7771715315919501,1.0,1203,INR
FIN01349,Finance,Brand Awareness,Madurai,801953,909,Discover amazing finance deals! Download App now!,#LimitedOffer #Viral #BestChoice,0.9160162898393324,0.6970658980663383,0.2856955601049001,1.0,984,INR
TEC01692,Technology,Engagement,Dindigul,266748,1546,Discover amazing technology deals! Join Today now!,#Discount #Marketing #BestChoice,0.6721178264262815,0.5840379168035806,0.6587932436059561,1.0,1732,INR
EDU01101,Education,Conversions,Nagercoil,105287,1732,Discover amazing education deals! Shop Now now!,#Discount #BrandDeal #Promo,0.629079704331967,0.9527098947126932,1.0,1.0,2236,INR
TEC01084,Technology,Traffic,Vellore,557665,1008,Discover amazing technology deals! Learn More now!,#InstaAd #Promo,0.4109581912123325,0.5511782468627897,0.8199022922195134,1.0,955,INR
AUT01951,Automobile,Traffic,Kanniyakumari,114387,1137,Discover amazing automobile deals! Join Today now!,#Promo #Ad,0.6170314238453022,0.9513456357345288,0.7886577791453521,1.0,1692,INR
TEC01571,Technology,Traffic,Thanjavur,158512,1633,Discover amazing technology deals! Shop Now now!,#LimitedOffer #Launch #Promo,0.5738846985025983,0.8913803935197833,0.4098378844011855,1.0,1552,INR
FIT01893,Fitness,Engagement,Tirunelveli,332414,1154,Discover amazing fitness deals! Learn More now!,#Sale #InstaAd #Trending #BrandDeal,0.7746038268190281,0.9499981921405338,1.0,1.0,872,INR
TEC02001,Technology,Traffic,Vellore,408872,1510,Discover amazing technology deals! Get Offer now!,#InstaAd #Trending #Viral,0.5899174446254946,0.4309848585316134,0.4701541179320704,1.0,965,INR
FIN01978,Finance,Conversions,Erode,447754,1600,Discover amazing finance deals! Sign Up now!,#Marketing #InstaAd,0.6985122989191707,0.7726870664280272,0.2338905011566525,1.0,2062,INR
AUT01440,Automobile,Engagement,Tiruchirappalli,493070,1534,Discover amazing automobile deals! Sign Up now!,#InstaAd #Ad,0.7285670133739048,0.6770590724092619,0.2771299714266501,1.0,1149,INR
BEA02110,Beauty,Traffic,Chennai,10719269,1433,Discover amazing beauty deals! Shop Now now!,#Ad #Viral #Launch #BestChoice,0.3853588517067435,1.0,0.0146457347927068,1.0,1335,INR
FAS02147,Fashion,Engagement,Tirupur,357686,1762,Discover amazing fashion deals! Download App now!,#Discount #Trending #Marketing #Viral,0.3677867961958875,0.6333539205682932,0.4809826251223493,1.0,663,INR
FOO01665,Food,Traffic,Chennai,9478050,775,Discover amazing food deals! Shop Now now!,#BestChoice #Ad #Launch #Trending,0.7203782188908474,0.9300129078452986,0.7206635535549999,1.0,494,INR
EDU01574,Education,Traffic,Dindigul,374861,834,Discover amazing education deals! Learn More now!,#Ad #BrandDeal #Trending,0.5060784901053729,1.0,0.4835792028971749,1.0,771,INR
TEC02192,Technology,Traffic,Tiruchirappalli,442078,1277,Discover amazing technology deals! Join Today now!,#Ad #Promo,0.5930497404502095,0.7914526678167271,0.4525534180580282,1.0,1290,INR
FIT02162,Fitness,Traffic,Nagercoil,206288,1894,Discover amazing fitness deals! Shop Now now!,#Promo #BrandDeal #LimitedOffer #InstaAd,0.4981005936865436,0.8979611853865674,0.7626423028494715,1.0,2035,INR
BEA01312,Beauty,Conversions,Tirupur,283524,1311,Discover amazing beauty deals! Shop Now now!,#BrandDeal #NewProduct #Launch #Viral,0.8032302566407846,0.6175212422653332,0.4368533315798866,1.0,929,INR
TEC01362,Technology,Conversions,Thoothukudi,427645,148,Discover amazing technology deals! Shop Now now!,#Discount #Promo #NewProduct,0.6331065625404787,0.9240126268340716,0.1350395225651939,1.0,98,INR
AUT01299,Automobile,Traffic,Coimbatore,1786667,696,Discover amazing automobile deals! Sign Up now!,#BrandDeal #NewProduct #Sale #Trending,0.5063779231999632,0.7564733747360262,0.8267079317164625,1.0,674,INR
AUT01525,Automobile,Brand Awareness,Madurai,805073,1979,Discover amazing automobile deals! Download App now!,#Launch #NewProduct #Sale #Discount,0.6685384247880164,0.870595792680506,0.8872481836649369,1.0,3068,INR
EDU02037,Education,Brand Awareness,Chennai,9175885,291,Discover amazing education deals! Shop Now now!,#BestChoice #BrandDeal #Viral,0.4429223681595099,0.5490309845978221,0.6188835630498445,1.0,299,INR
FAS01794,Fashion,Engagement,Salem,629588,834,Discover amazing fashion deals! Sign Up now!,#Promo #Discount #NewProduct #Ad,0.6955362118504478,0.6049749443110793,0.5667515701435115,1.0,410,INR
FOO01853,Food,Brand Awareness,Chennai,9712503,802,Discover amazing food deals! Shop Now now!,#Trending #BestChoice #Marketing,0.5260818939991665,0.9758759514138804,0.7529866820148787,1.0,570,INR
EDU01118,Education,Leads,Vellore,496513,1724,Discover amazing education deals! Get Offer now!,#Discount #Marketing #InstaAd,0.3522513632016449,0.8041129984476464,0.8555074993597565,1.0,2112,INR
BEA01343,Beauty,Engagement,Chennai,10443851,870,Discover amazing beauty deals! Download App now!,#Viral #Promo #BrandDeal #Ad,0.5257632190050225,0.8927902502109423,0.4375216136576181,1.0,595,INR
FIN02167,Finance,Conversions,Thanjavur,223698,1964,Discover amazing finance deals! Join Today now!,#Sale #InstaAd,0.5345083476736149,0.6771485077320702,1.0,1.0,1521,INR
FOO01266,Food,Traffic,Chennai,8386594,1145,Discover amazing food deals! Sign Up now!,#Promo #InstaAd,0.8006872562305061,0.6590707012664122,0.6193291996942596,1.0,653,INR
FIN01896,Finance,Brand Awareness,Coimbatore,1772608,1297,Discover amazing finance deals! Shop Now now!,#LimitedOffer #Launch #Trending,0.5939909507376541,1.0,0.266192491617712,1.0,863,INR
FAS01088,Fashion,Traffic,Coimbatore,2092501,725,Discover amazing fashion deals! Try Free now!,#Marketing #Discount,0.8264588697672643,1.0,0.8499459639911822,1.0,750,INR
EDU02194,Education,Leads,Nagercoil,237023,1744,Discover amazing education deals! Try Free now!,#Sale #Promo,0.4775794430088687,0.7769653202671989,0.9038142031779216,1.0,1007,INR
AUT01981,Automobile,Leads,Tirunelveli,287388,1616,Discover amazing automobile deals! Sign Up now!,#Launch #NewProduct,0.6615477178640007,0.6070063461821945,1.0,1.0,1717,INR
AUT01695,Automobile,Brand Awareness,Thoothukudi,208007,66,Discover amazing automobile deals! Sign Up now!,#Sale #NewProduct #BrandDeal #BestChoice,0.5501242935756514,1.0,0.6007709711118285,1.0,81,INR
FIN01503,Finance,Engagement,Salem,557802,308,Discover amazing finance deals! Sign Up now!,#LimitedOffer #Launch,0.4447328739058642,0.5478895199217167,0.8966754455887532,1.0,442,INR
FIT02001,Fitness,Traffic,Chennai,9483624,1595,Discover amazing fitness deals! Learn More now!,#Promo #InstaAd #Ad,0.4297118722564513,0.3718837921333227,1.0,1.0,1694,INR
BEA01983,Beauty,Conversions,Chennai,10155748,284,Discover amazing beauty deals! Sign Up now!,#Launch #Trending #Viral,0.5316081494744979,0.2870114875772124,0.4402809309558101,1.0,192,INR
FIT01302,Fitness,Traffic,Madurai,851005,765,Discover amazing fitness deals! Download App now!,#BrandDeal #Ad,0.6491943860587233,0.6526201692025148,0.775474015860367,1.0,694,INR
TEC01673,Technology,Engagement,Tirupur,286740,1239,Discover amazing technology deals! Learn More now!,#Discount #NewProduct #Sale #InstaAd,0.8370931062025098,0.8339581992556779,1.0,1.0,1791,INR
FOO01662,Food,Traffic,Coimbatore,1522244,1415,Discover amazing food deals! Shop Now now!,#Trending #Promo,0.3328027503779043,0.7218054341526352,1.0,1.0,827,INR
FIN01919,Finance,Conversions,Salem,712498,1820,Discover amazing finance deals! Try Free now!,#Trending #Marketing #NewProduct #BrandDeal,0.8354161248351072,0.593574127806589,0.7717602101823234,1.0,2562,INR
EDU01836,Education,Leads,Nagercoil,255002,1812,Discover amazing education deals! Download App now!,#Launch #InstaAd #Ad #NewProduct,0.6838998723973982,1.0,1.0,1.0,2430,INR
BEA01897,Beauty,Traffic,Dindigul,281149,934,Discover amazing beauty deals! Join Today now!,#Viral #Discount,0.6778200770947993,0.7401750523270108,0.7309848022993573,1.0,624,INR
EDU01468,Education,Traffic,Tirunelveli,325501,623,Discover amazing education deals! Learn More now!,#BestChoice #Launch,0.8862121463599202,0.6678869236156706,0.6453238341886302,1.0,434,INR
FIN01300,Finance,Traffic,Thoothukudi,482755,50,Discover amazing finance deals! Download App now!,#Trending #Ad #InstaAd,0.5191464425133953,0.9085624862678512,0.5200727577850284,1.0,49,INR
EDU01142,Education,Engagement,Tiruchirappalli,548056,1372,Discover amazing education deals! Try Free now!,#BestChoice #LimitedOffer #NewProduct,0.2172842476788353,0.6161147530318253,0.7171252804437919,1.0,1584,INR
FOO02163,Food,Leads,Thoothukudi,214060,248,Discover amazing food deals! Shop Now now!,#InstaAd #Viral #NewProduct,0.681140037189,0.4213437703395253,0.682173920271047,1.0,199,INR
BEA01244,Beauty,Brand Awareness,Thanjavur,364057,71,Discover amazing beauty deals! Download App now!,#NewProduct #Discount #Trending #Promo,0.5453513428469093,0.6131549534428855,0.91600685199489,1.0,64,INR
EDU01195,Education,Brand Awareness,Vellore,490279,1842,Discover amazing education deals! Get Offer now!,#Promo #NewProduct,0.6966063472782208,0.6104377814982277,0.4293566532291982,1.0,1587,INR
FIN01843,Finance,Engagement,Thanjavur,356118,91,Discover amazing finance deals! Shop Now now!,#Discount #InstaAd #Promo #Trending,0.4109380565795081,0.5857444466290803,0.6109600307495906,1.0,127,INR
BEA01158,Beauty,Engagement,Chennai,9088287,318,Discover amazing beauty deals! Sign Up now!,#NewProduct #Viral #Discount #BrandDeal,0.5070221057464216,0.8263974266347888,0.6913049825327644,1.0,248,INR
FIN01440,Finance,Brand Awareness,Kanniyakumari,91954,1740,Discover amazing finance deals! Learn More now!,#Ad #BestChoice,0.6886547911037403,0.4808360247842735,0.4535462269021554,1.0,1789,INR
FIT01900,Fitness,Leads,Tirunelveli,418134,1691,Discover amazing fitness deals! Learn More now!,#NewProduct #Launch #InstaAd,0.6741047859750666,1.0,0.5153947934058045,1.0,1520,INR
FAS01108,Fashion,Traffic,Vellore,402974,1360,Discover amazing fashion deals! Download App now!,#LimitedOffer #BrandDeal #Discount #Sale,0.4821015809238075,0.4337534092884443,0.2409486567241758,1.0,585,INR
FOO01635,Food,Traffic,Salem,449646,925,Discover amazing food deals! Shop Now now!,#BrandDeal #Ad,0.5521773567188704,0.9625202324435068,0.4140975211927552,1.0,503,INR
EDU01981,Education,Engagement,Tiruchirappalli,802400,644,Discover amazing education deals! Sign Up now!,#Launch #NewProduct #Sale #Ad,0.6136344495432611,0.714123903433257,0.8056633075676749,1.0,457,INR
FIN01353,Finance,Leads,Coimbatore,2198744,1238,Discover amazing finance deals! Download App now!,#NewProduct #Launch #Viral #BestChoice,0.4741539062066903,1.0,0.6299089358544863,1.0,1369,INR
FAS02090,Fashion,Leads,Tirunelveli,267728,396,Discover amazing fashion deals! Try Free now!,#InstaAd #BrandDeal #Discount #Trending,0.5738245964961687,0.8558012623398373,0.5807293973541204,1.0,289,INR
FOO01559,Food,Leads,Tirunelveli,365088,565,Discover amazing food deals! Download App now!,#InstaAd #NewProduct,0.5771504676019593,0.8575489976493605,0.6948981242661721,1.0,420,INR
AUT01661,Automobile,Traffic,Thanjavur,161246,480,Discover amazing automobile deals! Join Today now!,#InstaAd #BrandDeal,0.7681902103089666,0.6022849647120619,0.8740673721932694,1.0,646,INR
EDU01642,Education,Engagement,Kanniyakumari,125558,1182,Discover amazing education deals! Learn More now!,#InstaAd #BestChoice,0.7591948128572883,1.0,0.9397591165973932,1.0,886,INR
EDU02163,Education,Traffic,Chennai,10609089,1947,Discover amazing education deals! Join Today now!,#Discount #Launch,0.2488673414282304,0.8922454664178467,0.4388469364653152,1.0,2107,INR
FIN01345,Finance,Traffic,Erode,292263,1499,Discover amazing finance deals! Learn More now!,#BrandDeal #Sale,0.5318348878780212,0.6013666137922818,0.3416854506472819,1.0,1141,INR
FAS01623,Fashion,Engagement,Nagercoil,235090,910,Discover amazing fashion deals! Try Free now!,#InstaAd #Launch #Ad,0.6696376857184505,0.8218271038107027,0.8431113265387754,1.0,760,INR
FIN01620,Finance,Engagement,Thanjavur,161302,1328,Discover amazing finance deals! Learn More now!,#Promo #Discount,0.9956429794973548,1.0,0.4348612556467718,1.0,2269,INR
TEC02063,Technology,Leads,Tirunelveli,241157,618,Discover amazing technology deals! Learn More now!,#Promo #Discount,0.4758182404598935,0.7817953674515371,0.8159363371292494,1.0,747,INR
FIN01302,Finance,Engagement,Kanchipuram,254917,127,Discover amazing finance deals! Sign Up now!,#Sale #BrandDeal,0.5486721228770529,0.6346893018873541,0.3239690571245568,1.0,181,INR
EDU01029,Education,Engagement,Madurai,723810,1626,Discover amazing education deals! Sign Up now!,#Sale #Ad #BrandDeal,0.7392794485944125,0.7663966191507039,0.736280349393285,1.0,2121,INR
FOO01795,Food,Conversions,Tiruchirappalli,496646,81,Discover amazing food deals! Sign Up now!,#InstaAd #Sale #LimitedOffer #Discount,0.7742746083939006,0.8212433372656707,0.6906454229413312,1.0,75,INR
FIN02186,Finance,Brand Awareness,Nagercoil,183122,1244,Discover amazing finance deals! Learn More now!,#Sale #Ad #Promo #Discount,0.3978357390086635,0.6348745394090615,1.0,1.0,1516,INR
TEC01467,Technology,Engagement,Thanjavur,174519,1061,Discover amazing technology deals! Download App now!,#BrandDeal #NewProduct #Ad #Promo,0.5637075541638663,0.5132887611572585,0.8125172131633949,1.0,529,INR
FOO01940,Food,Engagement,Tiruchirappalli,890025,1333,Discover amazing food deals! Download App now!,#BestChoice #Promo #Marketing #Ad,0.6465423047290603,0.6555250238216896,0.9817440712859606,1.0,1702,INR
EDU02000,Education,Conversions,Madurai,980703,1392,Discover amazing education deals! Try Free now!,#BrandDeal #Promo #Marketing,0.3034466196042044,0.9767277411019584,0.3995882882350001,1.0,1116,INR
FIN01178,Finance,Leads,Dindigul,337891,1429,Discover amazing finance deals! Shop Now now!,#BrandDeal #Ad #Trending,0.444310581274685,0.8996243059143905,1.0,1.0,2468,INR
FIN01576,Finance,Brand Awareness,Madurai,843054,1462,Discover amazing finance deals! Download App now!,#Sale #Marketing #Trending,0.6675455047854365,0.6712153455003502,0.3937449466369999,1.0,1351,INR
TEC01380,Technology,Leads,Kanniyakumari,151324,1160,Discover amazing technology deals! Download App now!,#Viral #Marketing,0.5196909595280402,0.6947858460844822,1.0,1.0,940,INR
EDU01301,Education,Conversions,Madurai,767552,1309,Discover amazing education deals! Get Offer now!,#BestChoice #InstaAd #Discount,0.6236528980394304,0.9423611827025208,0.4747825558831651,1.0,1072,INR
EDU01253,Education,Engagement,Tiruchirappalli,459379,1950,Discover amazing education deals! Shop Now now!,#InstaAd #Trending #Launch #Sale,0.4547242199104325,0.8413191147518099,0.6166170333831626,1.0,1804,INR
TEC01971,Technology,Engagement,Thoothukudi,225053,64,Discover amazing technology deals! Sign Up now!,#InstaAd #BestChoice,0.4313161392932885,0.8234598734558566,1.0,1.0,105,INR
BEA01400,Beauty,Conversions,Tiruchirappalli,802662,1489,Discover amazing beauty deals! Download App now!,#Discount #Sale #Viral #Trending,0.5312208536376106,0.8412506747189703,0.3022185069954314,1.0,767,INR
TEC01390,Technology,Leads,Erode,331994,1408,Discover amazing technology deals! Join Today now!,#Viral #Marketing,0.6149723456579409,0.648887842857963,0.9367735608190196,1.0,1857,INR
BEA01367,Beauty,Engagement,Chennai,10195875,887,Discover amazing beauty deals! Learn More now!,#Marketing #BrandDeal #Discount #Trending,0.5700484047215303,1.0,0.4840188240436429,1.0,688,INR
BEA01779,Beauty,Engagement,Vellore,351356,1351,Discover amazing beauty deals! Join Today now!,#Sale #BestChoice,0.7099533695399926,1.0,0.8112258875659476,1.0,1288,INR
EDU02017,Education,Engagement,Thoothukudi,472933,783,Discover amazing education deals! Sign Up now!,#Sale #Discount #BestChoice #Promo,0.5650726375221372,0.5604154865871223,0.9826282303003248,1.0,750,INR
TEC01825,Technology,Traffic,Coimbatore,1853088,913,Discover amazing technology deals! Shop Now now!,#Sale #Promo #Viral,0.7171058618856612,0.5423961921648119,0.5158474277239196,1.0,627,INR
TEC01242,Technology,Traffic,Vellore,332154,656,Discover amazing technology deals! Download App now!,#Discount #Ad,0.3924772089995402,0.634245858865685,0.4481490731608866,1.0,541,INR
FIN02126,Finance,Leads,Chennai,10361632,1018,Discover amazing finance deals! Join Today now!,#BrandDeal #Launch,0.4583247179967644,0.5738571034503384,0.6787239640946453,1.0,1023,INR
FOO02149,Food,Leads,Thanjavur,253677,1466,Discover amazing food deals! Get Offer now!,#Promo #Discount #InstaAd,0.5946570006419416,0.648171696672219,0.4412381490670048,1.0,1110,INR
TEC02158,Technology,Engagement,Nagercoil,167779,499,Discover amazing technology deals! Join Today now!,#NewProduct #Viral #BestChoice #LimitedOffer,0.4457946513943573,0.7121407980261313,0.7370062467985389,1.0,411,INR
FOO01026,Food,Brand Awareness,Erode,481173,921,Discover amazing food deals! Sign Up now!,#Marketing #Trending #Sale #Ad,0.5590112853148569,0.4839043898819672,0.4095610729902512,1.0,787,INR
EDU01760,Education,Leads,Erode,232265,1402,Discover amazing education deals! Shop Now now!,#Discount #InstaAd #LimitedOffer #NewProduct,0.5141645084020554,0.715091231874198,0.7588732184614789,1.0,1075,INR
TEC01981,Technology,Conversions,Coimbatore,2034057,368,Discover amazing technology deals! Get Offer now!,#LimitedOffer #NewProduct #Ad #Trending,0.997796956484827,0.6220452144451758,0.5982040750117111,1.0,525,INR
EDU01048,Education,Brand Awareness,Thoothukudi,374944,924,Discover amazing education deals! Get Offer now!,#Trending #LimitedOffer #Sale,0.68370327949464,0.534311875798722,0.5402363773871766,1.0,879,INR
EDU01634,Education,Traffic,Kanniyakumari,126197,1288,Discover amazing education deals! Shop Now now!,#Marketing #Viral #BestChoice,0.8214809071245581,0.9058623737438598,0.7488325536781736,1.0,1584,INR
BEA01356,Beauty,Brand Awareness,Tirupur,325733,201,Discover amazing beauty deals! Get Offer now!,#Launch #Ad,0.6373579095511034,0.5915658893947033,0.6208266665689316,1.0,177,INR
TEC02023,Technology,Brand Awareness,Dindigul,336252,1520,Discover amazing technology deals! Join Today now!,#Discount #Promo #BestChoice,0.7576875624232131,0.7413758953070939,0.5823782055971136,1.0,1693,INR
EDU01609,Education,Leads,Madurai,654782,1172,Discover amazing education deals! Join Today now!,#Discount #Marketing,0.8714081266305643,0.7440218401913734,0.6010457062975865,1.0,1339,INR
FIN01701,Finance,Leads,Thoothukudi,360558,1170,Discover amazing finance deals! Learn More now!,#Marketing #Launch,0.6402830032904331,0.4583760841062451,1.0,1.0,1272,INR
FOO02004,Food,Traffic,Nagercoil,171907,779,Discover amazing food deals! Join Today now!,#Viral #Ad #NewProduct,0.5863604751356057,0.7463981763435334,0.5484761928473502,1.0,619,INR
EDU01228,Education,Traffic,Dindigul,278876,980,Discover amazing education deals! Try Free now!,#BrandDeal #Ad #Discount #Viral,0.7771870069057268,0.8569810102365543,0.7332841100546436,1.0,776,INR
FIT02041,Fitness,Engagement,Erode,402967,1037,Discover amazing fitness deals! Sign Up now!,#Marketing #Launch #Viral #Sale,0.3922063636832803,0.6060641034562473,0.9103714875710276,1.0,1140,INR
FAS01388,Fashion,Engagement,Tiruchirappalli,726579,811,Discover amazing fashion deals! Get Offer now!,#NewProduct #Launch #Discount,0.5482252941825305,0.7978509070152655,0.8715883887536332,1.0,470,INR
BEA01544,Beauty,Brand Awareness,Nagercoil,140631,369,Discover amazing beauty deals! Join Today now!,#InstaAd #BrandDeal #NewProduct,0.8872356757467608,0.4835117912439128,0.3979120126261002,1.0,234,INR
EDU02231,Education,Engagement,Chennai,9439758,322,Discover amazing education deals! Shop Now now!,#Viral #Ad,0.5949107218647445,0.9746948331588164,0.7452420163849988,1.0,373,INR
TEC02169,Technology,Engagement,Coimbatore,1064772,1251,Discover amazing technology deals! Get Offer now!,#Trending #BestChoice #NewProduct #BrandDeal,0.5339118195175148,0.6296693358737925,0.5078115301905186,1.0,1534,INR
FOO01537,Food,Conversions,Chennai,8126108,177,Discover amazing food deals! Join Today now!,#Viral #LimitedOffer #BrandDeal #Promo,0.5875359055058104,0.8320918184324184,0.7762229172642183,1.0,101,INR
TEC01122,Technology,Engagement,Tirupur,214382,929,Discover amazing technology deals! Learn More now!,#Discount #Trending,0.5576868836585174,0.4923421487821491,0.7419023041950498,1.0,715,INR
AUT01118,Automobile,Brand Awareness,Nagercoil,184291,429,Discover amazing automobile deals! Join Today now!,#InstaAd #Discount,0.6609026824267936,0.2569053019425868,0.6637021714196322,1.0,441,INR
BEA02004,Beauty,Engagement,Salem,663339,222,Discover amazing beauty deals! Sign Up now!,#Sale #Promo,0.4794655526124102,0.9629244007219891,1.0,1.0,206,INR
FIT01912,Fitness,Leads,Salem,434828,1836,Discover amazing fitness deals! Sign Up now!,#Marketing #Promo #InstaAd,0.6810004423386082,0.7087935592001493,0.6557233581988489,1.0,1093,INR
FOO01459,Food,Conversions,Thanjavur,170609,1511,Discover amazing food deals! Join Today now!,#Sale #NewProduct,0.6788020220555098,0.666632344612171,0.9991147151445744,1.0,1454,INR
TEC02205,Technology,Brand Awareness,Thoothukudi,347550,894,Discover amazing technology deals! Shop Now now!,#NewProduct #Viral #BrandDeal,0.7251546658998175,0.7191552892474499,0.0,1.0,920,INR
FIN02146,Finance,Conversions,Erode,432050,804,Discover amazing finance deals! Shop Now now!,#Viral #Ad #Discount,0.40718039348332,0.7283787786559973,0.5313220151352223,1.0,803,INR
FOO01414,Food,Conversions,Erode,330330,1602,Discover amazing food deals! Get Offer now!,#Viral #Ad #LimitedOffer,0.403495247771773,0.8436866388268942,0.6183847524366367,1.0,1528,INR
FIN02149,Finance,Leads,Madurai,1095603,944,Discover amazing finance deals! Try Free now!,#LimitedOffer #Sale #Discount #BestChoice,0.5210023663149268,0.5415698547602843,0.4947719548999031,1.0,1159,INR
FIN02164,Finance,Traffic,Madurai,888349,920,Discover amazing finance deals! Join Today now!,#Ad #Trending,0.4672718637898445,0.728046641803762,0.6483471326285292,1.0,1038,INR
AUT01350,Automobile,Traffic,Madurai,514153,440,Discover amazing automobile deals! Join Today now!,#NewProduct #Launch,0.8523824960072928,0.4105492819418515,0.6201442890616738,1.0,378,INR
TEC02101,Technology,Engagement,Tiruchirappalli,476325,739,Discover amazing technology deals! Try Free now!,#BestChoice #Ad #BrandDeal,0.5288038072863572,0.5052430265599741,0.5282268150464471,1.0,590,INR
BEA01775,Beauty,Engagement,Vellore,540773,653,Discover amazing beauty deals! Shop Now now!,#Trending #Sale #Viral,0.7051984239845456,0.5725258923588639,0.322846852623161,1.0,283,INR
FIT01115,Fitness,Leads,Tirunelveli,255318,1931,Discover amazing fitness deals! Join Today now!,#Promo #BrandDeal #Discount #Launch,0.7642920968692941,0.3954955302094047,1.0,1.0,1124,INR
FIN02138,Finance,Leads,Vellore,376077,1349,Discover amazing finance deals! Learn More now!,#InstaAd #Ad #Discount #Marketing,0.6345191260930677,0.90676188215936,0.7490787080094191,1.0,2539,INR
FIT01426,Fitness,Conversions,Chennai,10974058,1424,Discover amazing fitness deals! Sign Up now!,#LimitedOffer #Trending #NewProduct,0.6063694330796296,0.6194895181147546,0.3522322781517204,1.0,1178,INR
FAS02121,Fashion,Traffic,Vellore,433515,171,Discover amazing fashion deals! Download App now!,#Launch #BestChoice,0.6810662230953792,0.6408315170270251,0.8145863246259535,1.0,100,INR
FIT01410,Fitness,Leads,Tiruchirappalli,869209,1787,Discover amazing fitness deals! Download App now!,#InstaAd #Promo #BrandDeal #Trending,0.5652824865116548,0.568824146118391,0.9077084164425996,1.0,1058,INR
EDU01646,Education,Conversions,Thanjavur,356988,1310,Discover amazing education deals! Learn More now!,#LimitedOffer #Viral,0.3297765655658704,0.3597734880873526,0.8332447073998829,1.0,1164,INR
FIN02133,Finance,Traffic,Chennai,9908327,506,Discover amazing finance deals! Shop Now now!,#Discount #Marketing,0.6277112609883756,0.9081217549894882,0.8426251511938513,1.0,478,INR
FIT01982,Fitness,Engagement,Vellore,425885,224,Discover amazing fitness deals! Learn More now!,#Launch #LimitedOffer #Viral,0.8583143532141612,0.4920622111718037,0.7959190572891618,1.0,266,INR
FAS01795,Fashion,Engagement,Tiruchirappalli,771921,1960,Discover amazing fashion deals! Shop Now now!,#BrandDeal #Trending,0.4203063056489007,0.6146857494338852,0.6026491096186558,1.0,1001,INR
BEA01325,Beauty,Engagement,Tirunelveli,217368,544,Discover amazing beauty deals! Try Free now!,#LimitedOffer #InstaAd #Trending,0.4871566767357797,0.7431091270019903,0.8928806327190297,1.0,531,INR
FOO02176,Food,Brand Awareness,Vellore,446400,1536,Discover amazing food deals! Shop Now now!,#BrandDeal #NewProduct #Trending #Marketing,0.4516055842094819,0.6879750257169114,0.8298008150078848,1.0,1305,INR
